filename,width,height,class,xmin,ymin,xmax,ymax
0-fariha-1537268659-1537281415.jpg,600,450,Surname,197,151,276,165
0-fariha-1537268659-1537281415.jpg,600,450,GivenName,195,174,318,191
0-fariha-1537268659-1537281415.jpg,600,450,Nationality,200,197,280,216
0-fariha-1537268659-1537281415.jpg,600,450,DOB,195,223,292,240
0-fariha-1537268659-1537281415.jpg,600,450,Gender,198,246,212,262
0-fariha-1537268659-1537281415.jpg,600,450,FatherName,197,266,434,285
12915125_10153620705298348_949616896_o_large.jpg,600,413,Surname,196.49998474121094,45.72232437133789,231.0,62.961883544921875
12915125_10153620705298348_949616896_o_large.jpg,600,413,GivenName,206.25,74.95462799072266,258.0,88.44645690917969
12915125_10153620705298348_949616896_o_large.jpg,600,413,Nationality,206.25,99.68965148925781,274.5,113.1814956665039
12915125_10153620705298348_949616896_o_large.jpg,600,413,DOB,204.0,120.67694854736328,287.25,137.91651916503906
12915125_10153620705298348_949616896_o_large.jpg,600,413,Gender,202.5,144.6624298095703,222.75,162.65155029296875
12915125_10153620705298348_949616896_o_large.jpg,600,413,FatherName,206.25,168.64791870117188,274.5,187.38656616210938
1443564-farzana-1498249196-400x230.jpeg,400,225,Surname,117,13,146,25
1443564-farzana-1498249196-400x230.jpeg,400,225,GivenName,116,32,172,47
1443564-farzana-1498249196-400x230.jpeg,400,225,Nationality,116,52,180,66
1443564-farzana-1498249196-400x230.jpeg,400,225,DOB,118,73,187,84
1443564-farzana-1498249196-400x230.jpeg,400,225,Gender,117,88,129,103
1443564-farzana-1498249196-400x230.jpeg,400,225,FatherName,117,109,193,120
716618_1341073_s2_updates.jpg,600,360,Surname,193.1999969482422,39.0,249.0,54.60000228881836
716618_1341073_s2_updates.jpg,600,360,GivenName,194.39999389648438,62.39999771118164,251.39999389648438,76.20000457763672
716618_1341073_s2_updates.jpg,600,360,Nationality,192.60000610351562,81.0,272.3999938964844,95.39999389648438
716618_1341073_s2_updates.jpg,600,360,DOB,190.1999969482422,103.19999694824219,279.6000061035156,115.79999542236328
716618_1341073_s2_updates.jpg,600,360,Gender,189.60000610351562,126.0,204.0,138.59999084472656
716618_1341073_s2_updates.jpg,600,360,FatherName,189.60000610351562,145.1999969482422,282.6000061035156,161.39999389648438
CjEM6QxWUAAfX3I.jpg,600,422,Surname,199.5,50.0593147277832,241.0,62.07354736328125
CjEM6QxWUAAfX3I.jpg,600,422,GivenName,200.0,70.58362579345703,243.5,83.09845733642578
CjEM6QxWUAAfX3I.jpg,600,422,Nationality,202.5,91.10794830322266,269.5,103.62277221679688
CjEM6QxWUAAfX3I.jpg,600,422,DOB,200.0,111.63226318359375,279.0,123.64649963378906
CjEM6QxWUAAfX3I.jpg,600,422,Gender,200.0,128.6524200439453,211.0,142.16844177246094
CjEM6QxWUAAfX3I.jpg,600,422,FatherName,197.50001525878906,150.67852783203125,311.5,166.19691467285156
dsx_070818_03.jpg,600,450,Surname,212.32305908203125,95.0,277.2689514160156,108.5
dsx_070818_03.jpg,600,450,GivenName,215.32057189941406,115.5,279.26727294921875,129.0
dsx_070818_03.jpg,600,450,Nationality,212.32305908203125,134.5,290.25811767578125,150.5
dsx_070818_03.jpg,600,450,DOB,207.82681274414062,156.0,307.7435302734375,173.5
dsx_070818_03.jpg,600,450,Gender,213.8218231201172,180.0,227.81015014648438,193.0
dsx_070818_03.jpg,600,450,FatherName,212.32305908203125,199.0,346.21148681640625,216.0
hareem.jpg,600,360,Surname,204.0,46.19999694824219,268.8000183105469,57.599998474121094
hareem.jpg,600,360,GivenName,202.8000030517578,63.599998474121094,251.99998474121094,82.20000457763672
hareem.jpg,600,360,Nationality,205.20001220703125,84.0,283.20001220703125,101.4000015258789
hareem.jpg,600,360,DOB,204.0,109.80000305175781,298.79998779296875,119.4000015258789
hareem.jpg,600,360,Gender,205.8000030517578,126.5999984741211,220.8000030517578,145.1999969482422
hareem.jpg,600,360,FatherName,209.40000915527344,139.79998779296875,428.9999694824219,165.0
images.jpg,269,187,Surname,94,23,138,32
images.jpg,269,187,Nationality,92,44,129,52
images.jpg,269,187,DOB,91,55,136,64
images.jpg,269,187,Gender,93,66,100,72
images.jpg,269,187,FatherName,91,77,144,85
master_photo.jpg,600,403,Surname,200.31349182128906,41.33333206176758,263.3228759765625,55.42424011230469
master_photo.jpg,600,403,GivenName,198.43260192871094,63.8787841796875,290.5956115722656,79.8484878540039
master_photo.jpg,600,403,Nationality,201.25392150878906,85.48484802246094,280.25079345703125,106.15151977539062
master_photo.jpg,600,403,DOB,197.49215698242188,114.60606384277344,292.47650146484375,128.6969757080078
master_photo.jpg,600,403,Gender,200.31349182128906,137.15151977539062,217.24136352539062,151.242431640625
master_photo.jpg,600,403,FatherName,200.31349182128906,157.81817626953125,349.84326171875,178.48484802246094
miqrasiya_240718_02_892.jpg,600,426,Surname,209.5,63.42555618286133,254.5,79.90621185302734
miqrasiya_240718_02_892.jpg,600,426,GivenName,208.0,81.40445709228516,288.0,97.38569641113281
miqrasiya_240718_02_892.jpg,600,426,Nationality,206.0,105.875732421875,288.5,124.35404968261719
miqrasiya_240718_02_892.jpg,600,426,DOB,208.5,131.34584045410156,298.0,146.82766723632812
miqrasiya_240718_02_892.jpg,600,426,Gender,209.5,156.81593322753906,223.5,170.79953002929688
miqrasiya_240718_02_892.jpg,600,426,FatherName,210.0,172.2977752685547,371.0,193.77256774902344
news-1466728979-7337.jpg,600,450,FatherName,209,170,346,189
news-1466728979-7337.jpg,600,450,Gender,207,146,226,162
news-1466728979-7337.jpg,600,450,DOB,207,122,301,143
news-1466728979-7337.jpg,600,450,Nationality,211,102,288,119
news-1466728979-7337.jpg,600,450,GivenName,209,80,265,96
news-1466728979-7337.jpg,600,450,Surname,207,58,262,73
pak-id.jpg,600,400,Surname,229.2537384033203,74.27293395996094,287.46270751953125,86.80089569091797
pak-id.jpg,600,400,GivenName,226.56715393066406,93.95973205566406,321.4925537109375,107.3825454711914
pak-id.jpg,600,400,Nationality,226.56715393066406,115.43624114990234,308.0597229003906,127.06935119628906
pak-id.jpg,600,400,DOB,226.56715393066406,135.12303161621094,321.4925537109375,149.4407196044922
pak-id.jpg,600,400,Gender,223.88058471679688,157.49440002441406,240.89552307128906,169.1275177001953
pak-id.jpg,600,400,FatherName,221.19403076171875,180.7606201171875,385.97015380859375,195.07830810546875
aug0_0-fariha-1537268659-1537281415.jpg,600,450,Surname,62.23188400268555,101.43579864501953,160.7301025390625,118.89118194580078
aug0_0-fariha-1537268659-1537281415.jpg,600,450,GivenName,59.73826217651367,130.11248779296875,213.09622192382812,151.3083038330078
aug0_0-fariha-1537268659-1537281415.jpg,600,450,Nationality,65.9723129272461,158.7891845703125,165.71734619140625,182.47862243652344
aug0_0-fariha-1537268659-1537281415.jpg,600,450,DOB,59.73826217651367,191.20631408691406,180.67910766601562,212.40213012695312
aug0_0-fariha-1537268659-1537281415.jpg,600,450,Gender,63.478694915771484,219.88299560546875,80.93407440185547,239.83201599121094
aug0_0-fariha-1537268659-1537281415.jpg,600,450,FatherName,62.23188400268555,244.8192596435547,357.72650146484375,268.50872802734375
aug0_12915125_10153620705298348_949616896_o_large.jpg,600,413,Surname,369.0,45.72232437133789,403.5,62.961883544921875
aug0_12915125_10153620705298348_949616896_o_large.jpg,600,413,GivenName,342.0,74.95462799072266,393.75,88.44645690917969
aug0_12915125_10153620705298348_949616896_o_large.jpg,600,413,Nationality,325.5,99.68965148925781,393.75,113.1814956665039
aug0_12915125_10153620705298348_949616896_o_large.jpg,600,413,DOB,312.75,120.67694854736328,396.0,137.91651916503906
aug0_12915125_10153620705298348_949616896_o_large.jpg,600,413,Gender,377.25,144.6624298095703,397.5,162.65155029296875
aug0_12915125_10153620705298348_949616896_o_large.jpg,600,413,FatherName,325.5,168.64791870117188,393.75,187.38656616210938
aug0_1443564-farzana-1498249196-400x230.jpeg,400,225,Surname,254.0,13.0,283.0,25.0
aug0_1443564-farzana-1498249196-400x230.jpeg,400,225,GivenName,228.0,32.0,284.0,47.0
aug0_1443564-farzana-1498249196-400x230.jpeg,400,225,Nationality,220.0,52.0,284.0,66.0
aug0_1443564-farzana-1498249196-400x230.jpeg,400,225,DOB,213.0,73.0,282.0,84.0
aug0_1443564-farzana-1498249196-400x230.jpeg,400,225,Gender,271.0,88.0,283.0,103.0
aug0_1443564-farzana-1498249196-400x230.jpeg,400,225,FatherName,207.0,109.0,283.0,120.0
aug0_716618_1341073_s2_updates.jpg,600,360,Surname,236.5186309814453,96.1903305053711,269.68585205078125,105.462890625
aug0_716618_1341073_s2_updates.jpg,600,360,GivenName,237.23190307617188,110.09916687011719,271.1123962402344,118.30181884765625
aug0_716618_1341073_s2_updates.jpg,600,360,Nationality,236.16200256347656,121.15491485595703,283.5946960449219,129.71420288085938
aug0_716618_1341073_s2_updates.jpg,600,360,DOB,234.73544311523438,134.35047912597656,287.8743591308594,141.83984375
aug0_716618_1341073_s2_updates.jpg,600,360,Gender,234.37881469726562,147.90267944335938,242.93809509277344,155.3920440673828
aug0_716618_1341073_s2_updates.jpg,600,360,FatherName,234.37881469726562,159.3150634765625,289.65753173828125,168.9442596435547
aug0_CjEM6QxWUAAfX3I.jpg,600,422,Surname,235.54151916503906,107.77619934082031,262.15869140625,115.48185729980469
aug0_CjEM6QxWUAAfX3I.jpg,600,422,GivenName,235.86221313476562,120.9400405883789,263.76214599609375,128.96676635742188
aug0_CjEM6QxWUAAfX3I.jpg,600,422,Nationality,237.4656524658203,134.1038818359375,280.43798828125,142.130615234375
aug0_CjEM6QxWUAAfX3I.jpg,600,422,DOB,235.86221313476562,147.26773071289062,286.53106689453125,154.973388671875
aug0_CjEM6QxWUAAfX3I.jpg,600,422,Gender,235.86221313476562,158.18408203125,242.9173583984375,166.8529510498047
aug0_CjEM6QxWUAAfX3I.jpg,600,422,FatherName,234.25877380371094,172.31114196777344,307.3758544921875,182.26429748535156
aug0_dsx_070818_03.jpg,600,450,Surname,188.14993286132812,207.3971405029297,253.0958251953125,220.8971405029297
aug0_dsx_070818_03.jpg,600,450,GivenName,191.14744567871094,227.8971405029297,255.09414672851562,241.3971405029297
aug0_dsx_070818_03.jpg,600,450,Nationality,188.14993286132812,246.8971405029297,266.0849914550781,262.8971252441406
aug0_dsx_070818_03.jpg,600,450,DOB,183.6536865234375,268.3971252441406,283.5704040527344,285.8971252441406
aug0_dsx_070818_03.jpg,600,450,Gender,189.64869689941406,292.3971252441406,203.63702392578125,305.3971252441406
aug0_dsx_070818_03.jpg,600,450,FatherName,188.14993286132812,311.3971252441406,322.0383605957031,328.3971252441406
aug0_hareem.jpg,600,360,Surname,210.79351806640625,0.0,259.9934997558594,7.6770477294921875
aug0_hareem.jpg,600,360,GivenName,213.1935272216797,9.477043151855469,291.19354248046875,26.877044677734375
aug0_hareem.jpg,600,360,Nationality,211.99351501464844,35.27704620361328,306.79351806640625,44.877044677734375
aug0_hareem.jpg,600,360,DOB,213.79351806640625,52.07704162597656,228.79351806640625,70.67704010009766
aug0_hareem.jpg,600,360,Gender,217.39352416992188,65.27703094482422,436.9934997558594,90.47704315185547
aug0_hareem.jpg,600,360,FatherName,,,,
aug0_images.jpg,269,187,Surname,16.181560516357422,20.83840560913086,69.15103912353516,78.81035614013672
aug0_images.jpg,269,187,Nationality,37.710960388183594,51.379356384277344,82.73628234863281,100.5495834350586
aug0_images.jpg,269,187,DOB,49.034698486328125,54.27946853637695,102.97933959960938,113.3695068359375
aug0_images.jpg,269,187,Gender,63.283897399902344,105.25708770751953,76.8184585571289,118.93457794189453
aug0_images.jpg,269,187,FatherName,73.63249206542969,66.78820037841797,134.26026916503906,133.8477325439453
aug0_master_photo.jpg,600,403,Surname,111.34976196289062,146.8871612548828,156.93809509277344,207.6719970703125
aug0_master_photo.jpg,600,403,GivenName,129.39894104003906,135.8881072998047,192.15811157226562,222.3166961669922
aug0_master_photo.jpg,600,403,Nationality,149.16758728027344,156.17982482910156,208.85897827148438,233.9915008544922
aug0_master_photo.jpg,600,403,DOB,171.7689971923828,161.4127655029297,234.4483184814453,249.2216033935547
aug0_master_photo.jpg,600,403,Gender,192.33157348632812,237.0493927001953,213.288818359375,258.8879089355469
